timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
2022-05-26T22:46:11,mnist,01f857b8-d7df-4e8c-9dc4-6901462f60fa,26.360520124435425,0.0001063754808656,0.0040354090269671,22.5,0.0,6.0,0.0001647496119141,0,4.393117864926656e-05,0.0002086807905634,India,IND,odisha,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,82.8309,18.7247,16.0,machine,N
2022-05-27T10:06:50,mnist_grid_search,a02e2e1a-b2f6-4e74-b8e6-2c47bb4721c9,59.07558822631836,0.0002383982537766,0.0040354782903444,22.5,0.0,6.0,0.0003692181885242,0,9.845665216445924e-05,0.0004676748406887,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:39:28,codecarbon,7edb30e6-3310-4848-8e79-3ba054214363,1.8539659976959229,7.481097015807351e-06,0.0040351856641948,22.5,0.0,6.0,1.1586537957191469e-05,0,3.0894120534261067e-06,1.4675950010617576e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:39:29,codecarbon,7edb30e6-3310-4848-8e79-3ba054214363,3.297770977020264,1.3306113872174073e-05,0.0040348811257344,22.5,0.0,6.0,2.060840129852295e-05,0,5.494703849156698e-06,2.610310514767965e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:39:30,codecarbon,7edb30e6-3310-4848-8e79-3ba054214363,4.784276962280273,1.930438513079269e-05,0.0040349639627869,22.5,0.0,6.0,2.9898394644260407e-05,0,7.971745332082113e-06,3.787013997634253e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:39:32,codecarbon,7edb30e6-3310-4848-8e79-3ba054214363,6.187726020812988,2.4967352953685864e-05,0.0040349803578416,22.5,0.0,6.0,3.866910040378571e-05,0,1.0310297012329102e-05,4.897939741611481e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:39:32,codecarbon,7edb30e6-3310-4848-8e79-3ba054214363,6.196969985961914,2.5003898038636684e-05,0.0040348586640371,22.5,0.0,6.0,3.872601389884949e-05,0,1.0325075387954712e-05,4.90510892868042e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:49,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,1.9763178825378416,7.974876728639149e-06,0.0040352196370345,22.5,0.0,6.0,1.23512864112854e-05,0,3.2933298746744792e-06,1.564461628595988e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:51,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,3.7600419521331774,1.5172519914611178e-05,0.004035199635473,22.5,0.0,6.0,2.3498812317848204e-05,0,6.265691916147868e-06,2.976450423399607e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:53,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,5.552105903625488,2.240387380117923e-05,0.0040352028923925,22.5,0.0,6.0,3.46985250711441e-05,0,9.251998662948608e-06,4.395052373409271e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:54,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,6.973877668380737,2.81409051830984e-05,0.0040351876705104,22.5,0.0,6.0,4.358391910791397e-05,0,1.1621155341466267e-05,5.520507444938023e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:56,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,8.455837965011597,3.412082145841888e-05,0.0040351791980408,22.5,0.0,6.0,5.284548252820968e-05,0,1.409061908721924e-05,6.693610161542892e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:57,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,9.85316276550293,3.975918120212161e-05,0.0040351694322277,22.5,0.0,6.0,6.157806515693665e-05,0,1.6419019301732382e-05,7.799708445866901e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:41:59,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,11.223326921463013,4.5287944581974245e-05,0.0040351622026947,22.5,0.0,6.0,7.01409086585045e-05,0,1.870215932528178e-05,8.884306798378626e-05,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:42:00,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,12.672205686569214,5.113430905388765e-05,0.0040351545988622,22.5,0.0,6.0,7.919564694166184e-05,0,2.1116454601287843e-05,0.0001003121015429,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:42:01,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,14.0935537815094,5.686961201433183e-05,0.0040351506011879,22.5,0.0,6.0,8.807837069034578e-05,0,2.348489085833232e-05,0.0001115632615486,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:42:03,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,15.506561756134031,6.257050048882725e-05,0.0040350982682589,22.5,0.0,6.0,9.690807014703753e-05,0,2.5838839213053388e-05,0.00012274690936,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:42:03,codecarbon,e699319d-a57f-49a1-b553-5e20a26e56e9,15.51450777053833,6.260204554800762e-05,0.004035064887259,22.5,0.0,6.0,9.695710688829422e-05,0,2.585168560345968e-05,0.0001228087924917,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
2023-01-18T12:43:13,mnist,d023f1eb-c673-457c-989e-bd99b2ca3645,16.843276023864746,6.796760369729549e-05,0.0040352959602985,22.5,0.0,6.0,0.0001052649542689,0,2.8069655895233157e-05,0.0001333346101641,India,IND,karnataka,,,macOS-10.16-x86_64-i386-64bit,3.8.8,12,Intel(R) Core(TM) i7-9750H CPU @ 2.60GHz,,,77.5855,12.9634,16.0,machine,N
